fecha,año,mes,dia,dia_semana,dia_del_año,temp_media,temp_maxima,temp_minima,precipitacion_mm,humedad_relativa,velocidad_viento,presion_hpa,nubosidad_oktas,tipo_dia
2019-10-02,2019,10,2,2,275,21.5,25.2,15.3,9.0,82.2,14.0,863.6,6.0,Lluvia_moderada
2019-10-03,2019,10,3,3,276,17.5,22.2,12.4,0.0,74.6,1.7,864.1,0.0,Despejado
2019-10-04,2019,10,4,4,277,24.9,30.7,17.6,0.0,69.2,21.7,862.6,2.0,Despejado
2019-10-05,2019,10,5,5,278,21.8,25.7,15.4,0.0,74.8,20.7,862.5,2.0,Despejado
2019-10-06,2019,10,6,6,279,21.4,26.4,14.5,0.0,74.6,24.0,862.1,1.0,Despejado
2019-10-07,2019,10,7,0,280,18.0,23.2,14.0,2.9,82.7,5.4,865.0,5.0,Llovizna
2019-10-08,2019,10,8,1,281,22.6,27.9,17.7,19.8,88.4,29.9,863.9,7.0,Lluvia_moderada
2019-10-09,2019,10,9,2,282,22.3,26.5,18.0,0.0,77.0,1.4,862.8,2.0,Despejado
2019-10-10,2019,10,10,3,283,19.9,26.6,15.9,0.0,79.9,6.5,864.4,3.0,Despejado
2019-10-11,2019,10,11,4,284,21.0,27.3,13.1,0.0,74.2,17.5,867.9,1.0,Despejado
2019-10-12,2019,10,12,5,285,19.5,24.8,13.2,8.2,83.2,5.9,869.6,6.0,Lluvia_moderada
2019-10-13,2019,10,13,6,286,19.4,24.1,12.6,16.9,95.3,12.0,865.7,5.0,Lluvia_moderada
2019-10-14,2019,10,14,0,287,18.6,22.4,11.1,0.0,71.5,6.6,862.9,0.0,Despejado
2019-10-15,2019,10,15,1,288,21.7,28.5,14.7,0.0,72.7,2.5,865.7,3.0,Despejado
2019-10-16,2019,10,16,2,289,17.2,21.8,11.7,13.3,85.8,18.6,866.3,6.0,Lluvia_moderada
2019-10-17,2019,10,17,3,290,22.2,28.5,16.1,1.5,77.8,25.8,867.4,6.0,Llovizna
2019-10-18,2019,10,18,4,291,23.0,26.6,18.6,1.7,74.3,22.9,864.1,6.0,Llovizna
2019-10-19,2019,10,19,5,292,19.5,23.6,12.3,8.4,85.3,5.4,869.6,7.0,Lluvia_moderada
2019-10-20,2019,10,20,6,293,19.0,24.8,12.9,0.0,83.6,4.2,866.2,0.0,Despejado
2019-10-21,2019,10,21,0,294,18.3,24.6,12.3,0.0,81.7,7.1,865.6,2.0,Despejado
2019-10-22,2019,10,22,1,295,19.5,25.4,12.1,0.0,73.7,18.3,862.9,3.0,Despejado
2019-10-23,2019,10,23,2,296,19.3,24.0,12.3,6.5,79.2,5.9,866.2,6.0,Lluvia_moderada
2019-10-24,2019,10,24,3,297,17.7,21.7,12.3,0.0,74.2,10.9,867.9,0.0,Despejado
2019-10-25,2019,10,25,4,298,20.0,24.3,12.5,1.7,80.0,11.6,866.9,7.0,Llovizna
2019-10-26,2019,10,26,5,299,26.7,32.6,19.5,43.5,93.4,17.5,858.5,6.0,Lluvia_intensa
2019-10-27,2019,10,27,6,300,24.7,30.8,19.2,0.0,74.1,3.5,861.7,2.0,Despejado
2019-10-28,2019,10,28,0,301,23.2,27.5,16.4,7.4,79.7,16.1,864.5,5.0,Lluvia_moderada
2019-10-29,2019,10,29,1,302,21.9,25.7,16.6,1.1,76.3,5.8,863.6,7.0,Llovizna
2019-10-30,2019,10,30,2,303,23.9,29.4,16.1,39.1,86.9,31.8,862.7,5.0,Lluvia_intensa
2019-10-31,2019,10,31,3,304,21.6,26.2,17.3,0.0,70.7,5.2,861.7,2.0,Despejado
2019-11-01,2019,11,1,4,305,18.7,25.0,11.1,2.4,54.5,4.4,864.1,6.0,Llovizna
2019-11-02,2019,11,2,5,306,19.5,24.0,12.6,0.0,59.1,16.3,863.6,1.0,Despejado
2019-11-03,2019,11,3,6,307,21.1,27.2,13.6,0.0,53.8,5.6,861.1,1.0,Despejado
2019-11-04,2019,11,4,0,308,20.5,25.0,12.7,0.0,60.0,2.9,862.3,1.0,Despejado
2019-11-05,2019,11,5,1,309,18.3,22.6,12.4,0.0,57.1,0.5,864.4,0.0,Despejado
2019-11-06,2019,11,6,2,310,23.0,26.7,18.9,0.0,52.4,4.4,861.6,2.0,Despejado
2019-11-07,2019,11,7,3,311,17.8,24.3,11.0,0.0,52.9,2.1,865.9,3.0,Despejado
2019-11-08,2019,11,8,4,312,25.6,29.8,18.9,0.0,42.8,27.0,863.1,1.0,Despejado
2019-11-09,2019,11,9,5,313,19.0,23.8,12.5,0.0,59.8,18.8,865.5,0.0,Despejado
2019-11-10,2019,11,10,6,314,17.4,22.0,10.9,0.0,48.8,0.6,866.4,0.0,Despejado
2019-11-11,2019,11,11,0,315,20.5,27.4,16.2,0.0,56.3,0.6,865.8,3.0,Despejado
2019-11-12,2019,11,12,1,316,16.2,20.0,9.7,0.0,59.6,1.6,867.7,2.0,Despejado
2019-11-13,2019,11,13,2,317,20.4,26.6,15.3,0.0,54.6,1.7,866.4,1.0,Despejado
2019-11-14,2019,11,14,3,318,18.7,24.0,12.9,0.0,59.2,5.0,864.7,0.0,Despejado
2019-11-15,2019,11,15,4,319,17.7,24.0,13.7,0.0,56.6,5.4,867.1,3.0,Despejado
2019-11-16,2019,11,16,5,320,18.6,22.3,13.7,0.0,49.6,1.8,865.8,1.0,Despejado
2019-11-17,2019,11,17,6,321,19.5,23.7,14.6,0.0,55.8,4.3,867.0,3.0,Despejado
2019-11-18,2019,11,18,0,322,18.4,22.1,13.6,0.0,54.7,19.3,863.7,3.0,Despejado
2019-11-19,2019,11,19,1,323,23.9,29.8,17.3,0.0,51.2,4.1,863.2,2.0,Despejado
2019-11-20,2019,11,20,2,324,18.9,25.1,12.9,0.0,55.4,1.1,865.4,1.0,Despejado
2019-11-21,2019,11,21,3,325,21.6,27.1,14.5,0.0,55.8,8.9,864.5,0.0,Despejado
2019-11-22,2019,11,22,4,326,19.4,22.9,12.1,0.0,54.1,0.5,865.0,1.0,Despejado
2019-11-23,2019,11,23,5,327,23.6,29.0,18.0,0.0,61.0,9.7,863.8,3.0,Despejado
2019-11-24,2019,11,24,6,328,20.5,25.6,15.7,0.0,57.1,1.1,864.1,2.0,Despejado
2019-11-25,2019,11,25,0,329,22.3,28.4,15.0,0.0,53.6,6.3,862.8,1.0,Despejado
2019-11-26,2019,11,26,1,330,20.5,25.6,15.9,0.0,49.8,14.4,864.0,1.0,Despejado
2019-11-27,2019,11,27,2,331,21.9,28.6,16.5,11.7,62.8,34.8,863.8,7.0,Lluvia_moderada
2019-11-28,2019,11,28,3,332,19.3,24.7,15.3,0.0,56.6,14.2,864.3,1.0,Despejado
2019-11-29,2019,11,29,4,333,22.8,27.0,16.8,0.0,51.1,13.1,862.4,1.0,Despejado
2019-11-30,2019,11,30,5,334,19.4,26.3,13.9,1.8,59.7,13.3,865.0,5.0,Llovizna
2019-12-01,2019,12,1,6,335,24.5,29.6,17.2,0.0,47.6,7.1,864.1,2.0,Despejado
2019-12-02,2019,12,2,0,336,18.5,22.5,10.8,0.0,50.1,8.7,865.0,2.0,Despejado
2019-12-03,2019,12,3,1,337,22.1,28.9,16.2,0.0,54.0,16.8,861.7,2.0,Despejado
2019-12-04,2019,12,4,2,338,17.1,23.3,12.6,0.0,57.6,2.3,866.4,2.0,Despejado
2019-12-05,2019,12,5,3,339,20.7,25.5,15.0,0.0,55.2,1.3,863.8,1.0,Despejado
2019-12-06,2019,12,6,4,340,17.9,24.0,12.6,0.0,57.9,1.6,868.9,2.0,Despejado
2019-12-07,2019,12,7,5,341,21.4,27.2,14.9,0.0,52.1,8.4,860.1,0.0,Despejado
2019-12-08,2019,12,8,6,342,18.1,23.7,10.8,0.0,56.0,20.5,864.8,1.0,Despejado
2019-12-09,2019,12,9,0,343,20.1,24.5,12.6,0.7,56.6,4.8,865.6,5.0,Llovizna
2019-12-10,2019,12,10,1,344,22.7,29.0,18.4,0.0,51.3,4.2,863.7,3.0,Despejado
2019-12-11,2019,12,11,2,345,16.4,23.0,10.8,0.0,61.6,1.0,867.0,2.0,Despejado
2019-12-12,2019,12,12,3,346,17.6,23.4,13.0,0.0,57.2,3.1,866.0,1.0,Despejado
2019-12-13,2019,12,13,4,347,19.6,23.5,11.8,0.0,58.4,7.9,865.7,2.0,Despejado
2019-12-14,2019,12,14,5,348,20.0,25.1,13.5,0.0,53.8,21.7,866.4,1.0,Despejado
2019-12-15,2019,12,15,6,349,21.0,26.1,15.7,0.0,53.7,13.8,865.3,2.0,Despejado
2019-12-16,2019,12,16,0,350,22.6,29.1,16.8,0.0,56.1,7.9,865.3,0.0,Despejado
2019-12-17,2019,12,17,1,351,21.4,27.5,17.0,0.0,54.3,17.4,861.8,1.0,Despejado
2019-12-18,2019,12,18,2,352,19.8,26.0,12.7,0.0,55.8,1.9,862.7,1.0,Despejado
2019-12-19,2019,12,19,3,353,19.3,24.9,13.1,0.0,56.8,3.8,866.4,2.0,Despejado
2019-12-20,2019,12,20,4,354,22.0,28.8,14.2,0.0,40.1,13.4,862.3,2.0,Despejado
2019-12-21,2019,12,21,5,355,19.5,23.6,14.5,0.0,56.3,1.0,863.5,3.0,Despejado
2019-12-22,2019,12,22,6,356,15.7,19.7,9.3,0.0,53.2,4.9,866.3,2.0,Despejado
2019-12-23,2019,12,23,0,357,17.7,22.1,13.2,0.0,58.5,19.5,866.3,3.0,Despejado
2019-12-24,2019,12,24,1,358,20.6,24.3,14.4,0.0,54.0,15.7,864.4,1.0,Despejado
2019-12-25,2019,12,25,2,359,19.2,24.2,11.9,0.0,65.7,16.2,864.5,2.0,Despejado
2019-12-26,2019,12,26,3,360,15.5,20.9,11.3,2.8,62.2,8.3,867.9,6.0,Llovizna
2019-12-27,2019,12,27,4,361,18.7,22.5,13.9,3.2,56.1,10.9,864.7,7.0,Llovizna
2019-12-28,2019,12,28,5,362,18.6,23.6,11.1,0.0,47.1,3.1,865.8,0.0,Despejado
2019-12-29,2019,12,29,6,363,20.0,23.7,15.4,0.0,56.6,7.5,864.5,2.0,Despejado
2019-12-30,2019,12,30,0,364,16.7,22.7,12.4,0.0,60.1,6.3,866.8,3.0,Despejado
2019-12-31,2019,12,31,1,365,19.2,24.4,13.7,0.0,51.3,30.6,865.3,0.0,Despejado
2020-01-01,2020,1,1,2,1,17.8,21.4,9.9,0.0,58.6,7.2,865.3,2.0,Despejado
2020-01-02,2020,1,2,3,2,21.5,27.3,15.7,0.0,50.7,5.5,862.1,0.0,Despejado
2020-01-03,2020,1,3,4,3,16.4,21.9,11.5,0.0,69.6,3.1,867.8,1.0,Despejado
2020-01-04,2020,1,4,5,4,17.9,22.3,11.3,0.0,57.3,6.2,867.0,0.0,Despejado
2020-01-05,2020,1,5,6,5,21.1,26.2,14.3,0.0,55.1,12.9,861.8,1.0,Despejado
2020-01-06,2020,1,6,0,6,19.9,26.1,12.0,0.0,54.6,9.1,864.8,1.0,Despejado
2020-01-07,2020,1,7,1,7,20.5,26.0,15.7,0.0,58.1,10.8,861.2,1.0,Despejado
2020-01-08,2020,1,8,2,8,18.9,22.7,12.8,0.0,60.9,4.7,867.7,0.0,Despejado
2020-01-09,2020,1,9,3,9,22.9,27.5,18.5,0.0,46.8,7.0,863.6,2.0,Despejado
2020-01-10,2020,1,10,4,10,20.2,25.6,15.1,0.0,53.2,10.5,862.3,2.0,Despejado
2020-01-11,2020,1,11,5,11,20.3,24.6,13.6,0.0,58.2,4.6,861.9,1.0,Despejado
2020-01-12,2020,1,12,6,12,22.7,29.1,16.8,0.0,55.2,7.8,861.8,1.0,Despejado
2020-01-13,2020,1,13,0,13,15.7,20.7,9.8,0.0,60.4,4.9,868.0,1.0,Despejado
2020-01-14,2020,1,14,1,14,17.6,22.7,12.8,0.0,56.2,12.7,865.2,1.0,Despejado
2020-01-15,2020,1,15,2,15,19.3,25.1,13.9,0.0,57.1,5.0,864.3,0.0,Despejado
2020-01-16,2020,1,16,3,16,20.1,25.1,15.0,0.0,49.2,10.8,865.5,2.0,Despejado
2020-01-17,2020,1,17,4,17,21.7,26.5,14.0,0.0,55.6,10.7,863.0,1.0,Despejado
2020-01-18,2020,1,18,5,18,17.9,22.6,10.6,0.0,51.6,18.4,863.7,2.0,Despejado
2020-01-19,2020,1,19,6,19,14.4,18.4,8.6,0.0,60.9,10.8,867.5,1.0,Despejado
2020-01-20,2020,1,20,0,20,21.9,28.2,17.5,0.0,61.1,9.3,862.6,2.0,Despejado
2020-01-21,2020,1,21,1,21,16.2,22.6,11.7,0.0,54.2,18.0,867.8,2.0,Despejado
2020-01-22,2020,1,22,2,22,17.4,24.2,10.1,0.0,60.1,7.3,866.4,2.0,Despejado
2020-01-23,2020,1,23,3,23,20.2,26.3,14.8,0.0,52.0,5.4,865.0,2.0,Despejado
2020-01-24,2020,1,24,4,24,14.8,18.7,9.9,0.0,64.3,11.0,870.9,0.0,Despejado
2020-01-25,2020,1,25,5,25,22.3,26.0,15.9,0.0,54.1,15.5,861.3,1.0,Despejado
2020-01-26,2020,1,26,6,26,16.5,21.4,9.9,0.0,55.3,18.3,867.9,3.0,Despejado
2020-01-27,2020,1,27,0,27,24.3,30.1,19.8,0.0,50.3,5.2,864.9,2.0,Despejado
2020-01-28,2020,1,28,1,28,19.9,23.5,14.4,0.0,59.7,22.4,865.0,2.0,Despejado
2020-01-29,2020,1,29,2,29,17.2,23.2,10.5,0.0,58.2,2.6,868.8,3.0,Despejado
2020-01-30,2020,1,30,3,30,21.0,24.8,16.2,0.0,63.0,8.5,865.0,2.0,Despejado
2020-01-31,2020,1,31,4,31,20.7,27.4,15.4,0.0,58.2,6.0,863.1,2.0,Despejado
2020-02-01,2020,2,1,5,32,22.0,26.1,14.4,0.0,56.2,5.9,862.2,1.0,Despejado
2020-02-02,2020,2,2,6,33,17.9,23.4,13.3,0.0,54.9,7.3,865.9,3.0,Despejado
2020-02-03,2020,2,3,0,34,21.9,28.0,15.9,0.0,63.1,21.0,864.3,3.0,Despejado
2020-02-04,2020,2,4,1,35,17.5,21.1,11.7,0.0,61.3,10.9,867.8,0.0,Despejado
2020-02-05,2020,2,5,2,36,17.8,22.0,12.5,0.0,50.7,5.5,865.4,2.0,Despejado
2020-02-06,2020,2,6,3,37,19.5,25.3,13.6,0.0,56.7,5.0,866.4,2.0,Despejado
2020-02-07,2020,2,7,4,38,22.7,27.2,16.1,0.0,54.2,15.5,863.0,1.0,Despejado
2020-02-08,2020,2,8,5,39,22.5,28.0,15.5,0.0,55.5,15.4,863.8,2.0,Despejado
2020-02-09,2020,2,9,6,40,23.1,29.3,16.1,0.0,53.7,11.1,864.5,0.0,Despejado
2020-02-10,2020,2,10,0,41,18.6,24.5,12.9,0.0,52.3,5.2,866.5,3.0,Despejado
2020-02-11,2020,2,11,1,42,17.8,22.5,13.6,0.0,52.1,49.9,864.7,2.0,Despejado
2020-02-12,2020,2,12,2,43,21.1,26.2,16.8,0.0,53.0,10.7,864.3,1.0,Despejado
2020-02-13,2020,2,13,3,44,20.3,26.4,12.7,0.0,56.5,11.3,864.7,0.0,Despejado
2020-02-14,2020,2,14,4,45,22.4,26.6,15.7,0.0,53.5,8.4,864.1,3.0,Despejado
2020-02-15,2020,2,15,5,46,19.5,25.1,14.8,0.0,51.5,13.6,865.7,1.0,Despejado
2020-02-16,2020,2,16,6,47,19.1,25.2,14.1,0.0,60.6,5.4,865.1,1.0,Despejado
2020-02-17,2020,2,17,0,48,18.8,24.8,12.2,0.0,56.1,9.9,865.8,1.0,Despejado
2020-02-18,2020,2,18,1,49,17.9,22.5,12.6,0.0,60.5,5.0,868.8,1.0,Despejado
2020-02-19,2020,2,19,2,50,21.0,27.8,15.0,0.8,55.8,11.7,865.9,5.0,Llovizna
2020-02-20,2020,2,20,3,51,22.2,26.1,14.3,1.7,54.6,10.5,862.7,5.0,Llovizna
2020-02-21,2020,2,21,4,52,19.1,22.8,14.7,0.0,59.2,4.4,866.1,1.0,Despejado
2020-02-22,2020,2,22,5,53,17.8,22.6,12.2,0.0,55.7,7.2,866.3,1.0,Despejado
2020-02-23,2020,2,23,6,54,22.8,26.6,18.0,0.0,58.3,26.1,863.3,2.0,Despejado
2020-02-24,2020,2,24,0,55,18.1,24.6,11.8,0.0,55.4,4.7,868.3,1.0,Despejado
2020-02-25,2020,2,25,1,56,22.8,28.0,18.3,0.0,53.5,17.6,862.4,2.0,Despejado
2020-02-26,2020,2,26,2,57,23.0,27.2,18.8,0.0,56.3,8.7,861.3,0.0,Despejado
2020-02-27,2020,2,27,3,58,20.0,23.6,12.2,0.0,53.5,5.6,863.3,3.0,Despejado
2020-02-28,2020,2,28,4,59,21.1,26.2,14.9,0.0,58.8,11.6,863.8,0.0,Despejado
2020-02-29,2020,2,29,5,60,21.2,26.5,14.0,0.0,53.0,6.2,862.4,0.0,Despejado
2020-03-01,2020,3,1,6,61,22.6,28.1,17.7,0.0,47.3,9.8,861.1,3.0,Despejado
2020-03-02,2020,3,2,0,62,23.4,28.3,17.3,0.0,56.5,5.4,865.2,3.0,Despejado
2020-03-03,2020,3,3,1,63,25.2,29.3,20.9,0.0,52.6,1.0,865.0,2.0,Despejado
2020-03-04,2020,3,4,2,64,21.3,25.4,14.0,0.0,62.4,15.9,863.6,2.0,Despejado
2020-03-05,2020,3,5,3,65,24.6,29.4,18.7,0.0,63.1,2.4,862.7,2.0,Despejado
2020-03-06,2020,3,6,4,66,21.3,25.3,14.8,0.0,62.8,1.4,864.7,1.0,Despejado
2020-03-07,2020,3,7,5,67,24.1,30.7,18.0,0.0,58.4,24.0,863.1,0.0,Despejado
2020-03-08,2020,3,8,6,68,22.2,26.8,17.7,0.0,58.0,0.5,864.2,3.0,Despejado
2020-03-09,2020,3,9,0,69,28.6,33.9,24.0,3.0,54.0,25.9,859.1,8.0,Llovizna
2020-03-10,2020,3,10,1,70,24.4,28.6,17.6,0.0,60.9,9.9,864.1,1.0,Despejado
2020-03-11,2020,3,11,2,71,22.9,28.7,18.0,0.0,52.8,12.3,865.6,3.0,Despejado
2020-03-12,2020,3,12,3,72,23.1,28.2,15.5,0.0,55.6,2.6,862.9,1.0,Despejado
2020-03-13,2020,3,13,4,73,24.2,30.3,19.2,0.0,55.6,0.8,863.0,1.0,Despejado
2020-03-14,2020,3,14,5,74,25.2,31.4,19.3,0.0,65.4,2.0,861.2,2.0,Despejado
2020-03-15,2020,3,15,6,75,21.8,26.1,16.2,0.0,68.3,5.5,864.7,1.0,Despejado
2020-03-16,2020,3,16,0,76,24.5,30.2,19.5,0.0,58.1,13.1,860.4,1.0,Despejado
2020-03-17,2020,3,17,1,77,23.9,30.8,18.8,0.0,57.0,2.5,862.4,3.0,Despejado
2020-03-18,2020,3,18,2,78,25.5,29.4,20.8,3.7,61.0,7.5,861.3,5.0,Llovizna
2020-03-19,2020,3,19,3,79,23.6,29.0,17.1,0.0,58.5,4.1,861.4,1.0,Despejado
2020-03-20,2020,3,20,4,80,22.0,27.0,16.3,0.0,51.0,4.8,863.6,2.0,Despejado
2020-03-21,2020,3,21,5,81,25.4,30.6,20.1,0.0,61.4,2.3,864.3,1.0,Despejado
2020-03-22,2020,3,22,6,82,27.3,34.1,20.4,0.0,54.6,9.2,861.0,2.0,Despejado
2020-03-23,2020,3,23,0,83,23.2,27.4,17.4,0.0,62.9,29.9,864.7,0.0,Despejado
2020-03-24,2020,3,24,1,84,23.7,27.9,17.7,0.0,56.0,12.9,862.9,2.0,Despejado
2020-03-25,2020,3,25,2,85,25.3,29.6,20.6,0.0,60.0,2.9,859.9,2.0,Despejado
2020-03-26,2020,3,26,3,86,22.2,26.7,18.2,0.0,62.7,1.0,861.7,2.0,Despejado
2020-03-27,2020,3,27,4,87,22.8,26.5,17.2,0.0,60.8,7.5,863.4,2.0,Despejado
2020-03-28,2020,3,28,5,88,24.2,30.0,18.7,0.0,50.5,1.0,863.3,2.0,Despejado
2020-03-29,2020,3,29,6,89,24.6,31.4,17.4,0.0,56.6,2.3,864.6,0.0,Despejado
2020-03-30,2020,3,30,0,90,23.8,30.7,19.3,0.0,54.8,4.1,865.3,2.0,Despejado
2020-03-31,2020,3,31,1,91,22.2,26.4,14.9,0.0,48.7,3.6,864.1,1.0,Despejado
2020-04-01,2020,4,1,2,92,24.6,28.9,17.7,0.0,49.9,8.1,862.5,1.0,Despejado
2020-04-02,2020,4,2,3,93,23.7,28.6,18.4,0.0,56.3,22.0,859.7,3.0,Despejado
2020-04-03,2020,4,3,4,94,26.0,31.5,21.7,0.0,50.5,9.0,860.4,1.0,Despejado
2020-04-04,2020,4,4,5,95,24.5,28.2,19.3,0.0,52.5,3.8,860.9,0.0,Despejado
2020-04-05,2020,4,5,6,96,27.0,31.8,21.0,0.0,57.9,0.5,860.5,2.0,Despejado
2020-04-06,2020,4,6,0,97,21.4,28.0,16.0,0.0,62.2,10.6,863.9,0.0,Despejado
2020-04-07,2020,4,7,1,98,25.9,30.1,20.1,0.0,53.0,7.1,861.5,2.0,Despejado
2020-04-08,2020,4,8,2,99,26.1,30.1,19.3,0.0,61.7,6.4,863.3,2.0,Despejado
2020-04-09,2020,4,9,3,100,26.7,31.0,20.3,0.0,55.7,3.2,861.1,2.0,Despejado
2020-04-10,2020,4,10,4,101,27.5,31.6,20.5,0.0,54.4,31.7,863.1,0.0,Despejado
2020-04-11,2020,4,11,5,102,26.3,30.0,19.9,23.7,80.5,19.7,859.4,5.0,Lluvia_intensa
2020-04-12,2020,4,12,6,103,28.8,35.7,21.3,0.0,55.1,4.4,860.0,1.0,Despejado
2020-04-13,2020,4,13,0,104,25.1,28.9,19.1,0.0,61.6,4.7,862.8,0.0,Despejado
2020-04-14,2020,4,14,1,105,26.5,30.8,22.3,0.0,58.0,8.3,860.7,2.0,Despejado
2020-04-15,2020,4,15,2,106,27.0,32.2,21.9,0.0,53.7,4.3,859.9,2.0,Despejado
2020-04-16,2020,4,16,3,107,25.4,30.6,20.9,0.0,55.4,2.8,862.8,3.0,Despejado
2020-04-17,2020,4,17,4,108,26.5,30.4,18.9,0.0,55.0,0.5,859.6,2.0,Despejado
2020-04-18,2020,4,18,5,109,25.0,30.1,17.2,0.0,61.6,7.7,862.0,2.0,Despejado
2020-04-19,2020,4,19,6,110,28.1,32.2,22.2,0.0,60.9,13.8,860.6,2.0,Despejado
2020-04-20,2020,4,20,0,111,29.8,34.4,24.7,0.0,52.0,0.5,860.3,1.0,Despejado
2020-04-21,2020,4,21,1,112,27.7,33.0,20.6,0.0,54.2,2.1,861.5,1.0,Despejado
2020-04-22,2020,4,22,2,113,28.3,34.4,22.0,0.0,53.8,1.0,860.5,1.0,Despejado
2020-04-23,2020,4,23,3,114,22.8,28.1,18.1,0.0,56.7,6.9,862.6,1.0,Despejado
2020-04-24,2020,4,24,4,115,27.2,31.0,19.4,0.0,57.3,5.4,860.1,2.0,Despejado
2020-04-25,2020,4,25,5,116,25.7,32.2,17.9,0.0,59.4,7.1,863.5,1.0,Despejado
2020-04-26,2020,4,26,6,117,26.9,31.2,20.9,0.0,55.9,6.2,859.3,0.0,Despejado
2020-04-27,2020,4,27,0,118,24.8,28.8,20.6,0.0,58.8,3.4,862.5,1.0,Despejado
2020-04-28,2020,4,28,1,119,26.0,29.5,21.5,0.0,62.3,1.3,859.6,1.0,Despejado
2020-04-29,2020,4,29,2,120,26.2,29.9,18.8,0.0,53.3,1.8,861.3,2.0,Despejado
2020-04-30,2020,4,30,3,121,24.4,29.4,19.7,0.0,57.5,4.3,861.5,2.0,Despejado
2020-05-01,2020,5,1,4,122,23.4,29.3,18.9,0.0,62.7,1.0,863.6,2.0,Despejado
2020-05-02,2020,5,2,5,123,23.6,28.3,15.8,0.0,65.4,1.2,861.2,3.0,Despejado
2020-05-03,2020,5,3,6,124,28.0,33.0,21.9,0.0,58.4,43.4,860.0,1.0,Despejado
2020-05-04,2020,5,4,0,125,23.2,29.0,16.6,0.0,54.8,1.5,863.9,0.0,Despejado
2020-05-05,2020,5,5,1,126,26.2,30.5,21.5,0.0,60.1,0.8,863.0,2.0,Despejado
2020-05-06,2020,5,6,2,127,24.1,28.7,18.4,0.0,58.9,22.3,862.9,1.0,Despejado
2020-05-07,2020,5,7,3,128,25.1,31.8,19.9,0.0,59.0,0.5,861.3,2.0,Despejado
2020-05-08,2020,5,8,4,129,25.9,32.6,20.1,0.0,52.3,9.3,860.3,3.0,Despejado
2020-05-09,2020,5,9,5,130,23.0,28.4,18.9,0.0,49.7,1.4,861.4,1.0,Despejado
2020-05-10,2020,5,10,6,131,27.8,32.4,23.3,0.0,54.1,8.1,863.2,2.0,Despejado
2020-05-11,2020,5,11,0,132,25.4,31.7,18.8,0.0,61.1,7.1,862.1,2.0,Despejado
2020-05-12,2020,5,12,1,133,25.5,29.3,18.9,0.0,46.9,3.7,861.0,3.0,Despejado
2020-05-13,2020,5,13,2,134,24.3,30.5,17.0,0.0,64.4,0.6,861.5,2.0,Despejado
2020-05-14,2020,5,14,3,135,26.5,31.4,21.4,0.0,57.5,6.2,859.1,1.0,Despejado
2020-05-15,2020,5,15,4,136,23.9,28.3,16.8,0.0,54.2,3.4,863.8,0.0,Despejado
2020-05-16,2020,5,16,5,137,24.2,30.0,16.8,0.0,59.2,5.1,863.4,2.0,Despejado
2020-05-17,2020,5,17,6,138,25.8,31.6,20.1,4.1,61.1,10.1,864.6,7.0,Llovizna
2020-05-18,2020,5,18,0,139,26.3,33.0,18.3,4.8,61.8,12.8,863.1,6.0,Llovizna
2020-05-19,2020,5,19,1,140,25.4,31.9,20.3,2.1,63.4,5.8,862.3,6.0,Llovizna
2020-05-20,2020,5,20,2,141,27.1,33.4,21.3,0.0,60.5,0.5,859.0,2.0,Despejado
2020-05-21,2020,5,21,3,142,23.3,27.7,17.2,0.0,63.1,4.4,863.9,1.0,Despejado
2020-05-22,2020,5,22,4,143,20.4,25.5,14.3,10.1,61.5,12.9,865.4,6.0,Lluvia_moderada
2020-05-23,2020,5,23,5,144,21.7,27.1,15.5,0.0,51.7,0.5,861.9,1.0,Despejado
2020-05-24,2020,5,24,6,145,22.9,27.5,18.3,0.0,60.9,13.3,861.3,0.0,Despejado
2020-05-25,2020,5,25,0,146,24.7,28.8,18.3,0.0,52.8,0.5,862.8,2.0,Despejado
2020-05-26,2020,5,26,1,147,26.7,32.5,21.6,0.0,48.9,0.7,860.6,1.0,Despejado
2020-05-27,2020,5,27,2,148,23.6,30.0,18.3,5.9,63.3,10.5,863.9,8.0,Lluvia_moderada
2020-05-28,2020,5,28,3,149,23.1,29.4,17.9,0.0,55.0,10.9,862.3,2.0,Despejado
2020-05-29,2020,5,29,4,150,24.8,30.7,17.3,0.0,61.1,14.9,862.3,2.0,Despejado
2020-05-30,2020,5,30,5,151,20.6,25.5,15.7,0.0,60.1,2.0,866.1,2.0,Despejado
2020-05-31,2020,5,31,6,152,24.1,29.2,18.6,0.0,54.5,10.9,862.1,1.0,Despejado
2020-06-01,2020,6,1,0,153,22.4,27.7,17.8,1.4,76.0,11.8,862.8,7.0,Llovizna
2020-06-02,2020,6,2,1,154,22.3,28.8,17.4,2.0,70.7,5.4,864.5,8.0,Llovizna
2020-06-03,2020,6,3,2,155,20.2,24.1,14.6,0.3,73.2,13.3,865.5,7.0,Llovizna
2020-06-04,2020,6,4,3,156,21.5,25.8,14.4,4.4,69.7,26.4,866.2,8.0,Llovizna
2020-06-05,2020,6,5,4,157,20.6,25.8,13.7,0.0,73.7,3.0,865.8,4.0,Despejado
2020-06-06,2020,6,6,5,158,26.5,30.4,20.6,16.5,82.4,11.2,864.3,7.0,Lluvia_moderada
2020-06-07,2020,6,7,6,159,20.8,27.3,15.4,72.5,98.0,26.0,864.2,6.0,Lluvia_intensa
2020-06-08,2020,6,8,0,160,21.8,26.5,17.5,0.0,77.2,3.5,866.5,4.0,Despejado
